OrderID,OrderDate,Region,Category,Product,UnitPrice,Quantity,DiscountRate,GrossSales,NetSales,Cost,Profit,PaymentMethod,Month,MonthNum,Quarter
ORD-2025-1162,2025-10-05 11:28:10.408673,South,Home & Kitchen,Coffee Maker,344.41,3,0.0,1033.23,1033.23,760.21,273.02,Credit Card,Oct,10,Q4
ORD-2025-1163,2025-05-26 17:18:51.943286,North,Beauty & Care,Skincare Set,113.31,1,0.05,113.31,107.64,67.94,39.7,Credit Card,May,5,Q2
ORD-2025-1164,2025-05-01 19:51:23.569641,South,Beauty & Care,Hair Dryer,76.55,3,0.0,229.65,229.65,177.46,52.19,Debit Card,May,5,Q2
ORD-2025-1165,2025-08-04 05:49:29.474562,South,Sports & Outdoors,Bicycle,381.24,5,0.0,1906.2,1906.2,1237.97,668.23,Cash on Delivery,Aug,8,Q3
ORD-2025-1166,2025-04-18 18:33:19.666388,North,Beauty & Care,Perfume,92.95,4,0.0,371.8,371.8,245.52,126.28,Cash on Delivery,Apr,4,Q2
ORD-2025-1167,2025-10-26 17:29:40.483736,West,Beauty & Care,Perfume,110.63,2,0.1,221.26,199.13,139.3,59.83,Credit Card,Oct,10,Q4
ORD-2025-1168,2025-06-30 15:12:45.638031,East,Home & Kitchen,Blender,279.28,3,0.2,837.84,670.27,410.17,260.1,Cash on Delivery,Jun,6,Q2
ORD-2025-1169,2025-05-30 01:27:40.383653,East,Electronics,Laptop,1180.36,3,0.0,3541.08,3541.08,1755.98,1785.1,Cash on Delivery,May,5,Q2
ORD-2025-1170,2025-05-15 19:00:57.047539,North,Apparel,Jacket,63.9,5,0.0,319.5,319.5,210.49,109.01,,May,5,Q2
ORD-2025-1171,2025-05-09 02:43:20.166805,East,Electronics,Smartphone,235.81,1,0.05,235.81,224.02,143.67,80.35,Credit Card,May,5,Q2
ORD-2025-1172,2025-07-13 01:56:29.824854,East,Beauty & Care,Makeup Kit,117.81,1,0.0,117.81,117.81,82.75,35.06,Credit Card,Jul,7,Q3
ORD-2025-1173,2025-04-26 23:16:45.838198,East,Beauty & Care,Perfume,36.16,5,0.0,180.8,180.8,87.6,93.2,Debit Card,Apr,4,Q2
ORD-2025-1174,2025-05-16 09:35:16.763969,East,Home & Kitchen,Cookware Set,287.49,3,0.0,862.47,862.47,472.04,390.43,Cash on Delivery,May,5,Q2
ORD-2025-1175,2025-06-02 16:53:38.682235,North,Beauty & Care,Makeup Kit,84.27,2,0.0,168.54,168.54,96.28,72.26,Debit Card,Jun,6,Q2
ORD-2025-1176,2025-08-23 23:25:10.258548,East,Sports & Outdoors,Bicycle,29.52,5,0.1,147.6,132.84,70.92,61.92,Credit Card,Aug,8,Q3
ORD-2025-1177,2025-10-28 05:55:29.774812,East,Home & Kitchen,Cookware Set,139.1,5,0.05,695.5,660.72,389.56,271.16,Credit Card,Oct,10,Q4
ORD-2025-1178,2025-12-08 12:49:50.492076,West,Home & Kitchen,Air Fryer,68.84,2,0.0,137.68,137.68,77.18,60.5,Credit Card,Dec,12,Q4
ORD-2025-1179,2025-03-22 03:31:22.568807,West,Apparel,Sneakers,73.72,5,0.0,368.6,368.6,196.91,171.69,Debit Card,Mar,3,Q1
ORD-2025-1180,2025-10-27 00:46:50.341951,North,Beauty & Care,Makeup Kit,110.54,2,0.1,221.08,198.97,116.33,82.64,UPI / Wallet,Oct,10,Q4
ORD-2025-1181,2025-03-24 13:48:41.434528,West,Home & Kitchen,Coffee Maker,79.14,4,0.05,316.56,300.73,219.49,81.24,UPI / Wallet,Mar,3,Q1
ORD-2025-1182,2025-01-01 00:00:00.000000,West,Home & Kitchen,Cookware Set,151.72,5,0.05,758.6,720.67,359.26,361.41,Debit Card,Jan,1,Q1
ORD-2025-1183,2025-06-16 23:20:22.018348,West,Beauty & Care,Skincare Set,20.02,2,0.0,40.04,40.04,25.7,14.34,Debit Card,Jun,6,Q2
ORD-2025-1184,2025-09-12 17:00:51.042535,North,Home & Kitchen,Coffee Maker,45.58,1,0.0,45.58,45.58,23.1,22.48,Debit Card,Sep,9,Q3
ORD-2025-1185,2025-03-27 21:57:29.874895,North,Electronics,Headphones,809.65,5,0.05,4048.25,3845.84,2888.38,957.46,Credit Card,Mar,3,Q1
ORD-2025-1186,2025-04-07 20:15:24.770642,East,Beauty & Care,Skincare Set,93.02,3,0.15,279.06,237.2,124.37,112.83,UPI / Wallet,Apr,4,Q2
ORD-2025-1187,2025-12-16 02:58:56.947456,East,Sports & Outdoors,Dumbbell Set,387.23,5,0.0,1936.15,1936.15,1027.3,908.85,UPI / Wallet,Dec,12,Q4
ORD-2025-1188,2025-11-04 05:30:16.513761,North,Sports & Outdoors,Yoga Mat,240.09,4,0.15,960.36,816.31,522.99,293.32,Credit Card,Nov,11,Q4
ORD-2025-1189,2025-07-19 18:14:06.705587,West,Sports & Outdoors,Dumbbell Set,118.28,4,0.0,473.12,473.12,314.46,158.66,UPI / Wallet,Jul,7,Q3
ORD-2025-1190,2025-09-16 23:01:09.057547,North,Apparel,Jeans,103.47,1,0.0,103.47,103.47,61.96,41.51,Cash on Delivery,Sep,9,Q3
ORD-2025-1191,2025-04-20 14:16:18.815679,West,Sports & Outdoors,Yoga Mat,105.04,5,0.05,525.2,498.94,261.32,237.62,Credit Card,Apr,4,Q2
ORD-2025-1192,2025-12-18 20:33:25.671392,North,Beauty & Care,Skincare Set,71.27,1,0.0,71.27,71.27,53.73,17.54,UPI / Wallet,Dec,12,Q4
ORD-2025-1193,2025-09-17 13:35:28.773978,South,Home & Kitchen,Air Fryer,249.38,5,0.0,1246.9,1246.9,814.79,432.11,Credit Card,Sep,9,Q3
ORD-2025-1194,2025-05-19 03:09:45.487906,East,Sports & Outdoors,Water Bottle,328.81,1,0.05,328.81,312.37,238.86,73.51,Credit Card,May,5,Q2
ORD-2025-1195,2025-08-09 09:41:17.064220,North,Beauty & Care,Perfume,86.27,4,0.05,345.08,327.83,167.16,160.67,Credit Card,Aug,8,Q3
ORD-2025-1196,2025-07-18 13:05:27.272727,East,Apparel,Jeans,125.2,3,0.15,375.6,319.26,190.35,128.91,Debit Card,Jul,7,Q3
ORD-2025-1197,2025-12-03 01:40:53.044203,East,Sports & Outdoors,Dumbbell Set,317.27,4,0.0,1269.08,1269.08,804.85,464.23,UPI / Wallet,Dec,12,Q4
ORD-2025-1198,2025-10-27 00:46:50.341951,West,Electronics,Headphones,510.33,2,0.0,1020.66,1020.66,772.35,248.31,UPI / Wallet,Oct,10,Q4
ORD-2025-1199,2025-11-16 16:14:00.700583,South,Apparel,T-Shirt,157.92,2,0.0,315.84,315.84,243.76,72.08,Credit Card,Nov,11,Q4
ORD-2025-1200,2025-07-25 19:57:23.869891,South,Beauty & Care,Skincare Set,114.66,2,0.05,229.32,217.85,128.3,89.55,Credit Card,Jul,7,Q3
ORD-2025-1201,2025-02-07 22:45:32.276897,East,Electronics,Smartphone,1039.5,4,0.0,4158.0,4158.0,2030.74,2127.26,Credit Card,Feb,2,Q1
ORD-2025-1202,2025-05-15 04:26:37.331109,South,Sports & Outdoors,Water Bottle,187.01,3,0.0,561.03,561.03,355.49,205.54,Credit Card,May,5,Q2
ORD-2025-1203,2025-02-06 17:36:52.844036,North,Apparel,T-Shirt,162.7,5,0.05,813.5,772.82,567.66,205.16,Credit Card,Feb,2,Q1
ORD-2025-1204,2025-11-02 17:04:27.222685,East,Sports & Outdoors,Yoga Mat,379.77,3,0.0,1139.31,1139.31,800.02,339.29,Credit Card,Nov,11,Q4
ORD-2025-1205,2025-04-14 05:15:51.793160,South,Beauty & Care,Skincare Set,78.05,3,0.0,234.15,234.15,125.26,108.89,Credit Card,Apr,4,Q2
ORD-2025-1206,2025-06-04 05:19:27.973311,West,Beauty & Care,Perfume,40.13,4,0.15,160.52,136.44,77.33,59.11,Cash on Delivery,Jun,6,Q2
ORD-2025-1207,2025-01-20 03:01:21.067556,East,Apparel,Jeans,96.06,5,0.1,480.3,432.27,301.41,130.86,Debit Card,Jan,1,Q1
ORD-2025-1208,2025-09-25 18:18:54.945788,South,Beauty & Care,Makeup Kit,69.14,3,0.05,207.42,197.05,124.6,72.45,UPI / Wallet,Sep,9,Q3
ORD-2025-1209,2025-10-23 09:20:52.043369,South,Beauty & Care,Hair Dryer,67.65,4,0.0,270.6,270.6,159.1,111.5,Credit Card,Oct,10,Q4
ORD-2025-1210,2025-09-12 17:00:51.042535,North,Home & Kitchen,Air Fryer,108.43,5,0.0,542.15,542.15,281.04,261.11,UPI / Wallet,Sep,9,Q3
ORD-2025-1211,2025-04-07 20:15:24.770642,North,Beauty & Care,Perfume,99.34,2,0.05,198.68,188.75,100.31,88.44,Credit Card,Apr,4,Q2
ORD-2025-1212,2025-07-16 02:48:08.407005,North,Beauty & Care,Skincare Set,113.71,1,0.1,113.71,102.34,53.85,48.49,UPI / Wallet,Jul,7,Q3
ORD-2025-1213,2025-12-09 03:24:10.208507,South,Apparel,Sneakers,131.55,4,0.05,526.2,499.89,285.27,214.62,Credit Card,Dec,12,Q4
ORD-2025-1214,2025-01-25 21:27:28.373644,South,Apparel,T-Shirt,155.52,2,0.0,311.04,311.04,215.06,95.98,Credit Card,Jan,1,Q1
ORD-2025-1215,2025-03-31 06:06:18.315262,South,Home & Kitchen,Coffee Maker,110.07,5,0.0,550.35,550.35,360.57,189.78,Debit Card,Mar,3,Q1
ORD-2025-1216,2025-01-10 02:34:55.746455,West,Apparel,Sneakers,110.97,4,0.0,443.88,443.88,307.61,136.27,UPI / Wallet,Jan,1,Q1
ORD-2025-1217,2025-03-20 15:05:33.277731,North,Apparel,T-Shirt,69.06,4,0.0,276.24,276.24,206.95,69.29,Credit Card,Mar,3,Q1
ORD-2025-1218,2025-12-24 07:42:23.119266,East,Electronics,Headphones,762.43,4,0.0,3049.72,3049.72,2049.2,1000.52,Credit Card,Dec,12,Q4
ORD-2025-1219,2025-05-10 15:09:09.457881,East,Apparel,Jeans,90.47,1,0.05,90.47,85.95,54.31,31.64,Credit Card,May,5,Q2
ORD-2025-1220,2025-07-11 13:30:40.533778,East,Sports & Outdoors,Yoga Mat,309.11,1,0.0,309.11,309.11,231.33,77.78,Debit Card,Jul,7,Q3
ORD-2025-1221,2025-09-03 14:25:55.296080,North,Beauty & Care,Makeup Kit,56.87,4,0.15,227.48,193.36,140.03,53.33,UPI / Wallet,Sep,9,Q3
ORD-2025-1222,2025-12-07 22:15:30.775646,West,Electronics,Laptop,1063.25,5,0.0,5316.25,5316.25,3928.81,1387.44,UPI / Wallet,Dec,12,Q4
ORD-2025-1223,2025-03-24 21:05:51.292743,East,Beauty & Care,Makeup Kit,109.02,3,0.05,327.06,310.71,165.61,145.1,Debit Card,Mar,3,Q1
ORD-2025-1224,2025-06-21 05:20:40.033361,North,Sports & Outdoors,Dumbbell Set,69.1,2,0.0,138.2,138.2,77.27,60.93,Credit Card,Jun,6,Q2
ORD-2025-1225,2025-09-26 01:36:04.804003,North,Home & Kitchen,Blender,250.04,1,0.05,250.04,237.54,115.73,121.81,Credit Card,Sep,9,Q3
ORD-2025-1226,2025-02-22 19:46:35.329441,West,Apparel,Jacket,27.72,4,0.05,110.88,105.34,64.13,41.21,UPI / Wallet,Feb,2,Q1
ORD-2025-1227,2025-04-23 22:25:07.256046,East,Beauty & Care,Hair Dryer,80.61,5,0.0,403.05,403.05,277.75,125.3,Credit Card,Apr,4,Q2
ORD-2025-1228,2025-05-29 03:36:10.809007,West,Apparel,T-Shirt,34.26,5,0.05,171.3,162.74,95.16,67.58,UPI / Wallet,May,5,Q2
ORD-2025-1229,2025-06-13 15:11:33.577981,East,Electronics,Headphones,911.91,3,0.0,2735.73,2735.73,1468.16,1267.57,UPI / Wallet,Jun,6,Q2
ORD-2025-1230,2025-11-02 09:47:17.364470,North,Home & Kitchen,Air Fryer,144.58,1,0.05,144.58,137.35,78.7,58.65,Cash on Delivery,Nov,11,Q4
ORD-2025-1231,2025-04-20 06:59:08.957464,South,Electronics,Smartphone,467.01,2,0.05,934.02,887.32,644.11,243.21,UPI / Wallet,Apr,4,Q2
ORD-2025-1232,2025-01-01 14:34:19.716430,North,Sports & Outdoors,Water Bottle,360.02,3,0.0,1080.06,1080.06,628.88,451.18,Credit Card,Jan,1,Q1
ORD-2025-1233,2025-06-25 18:38:07.906588,West,Home & Kitchen,Coffee Maker,182.28,2,0.2,364.56,291.65,210.85,80.8,Debit Card,Jun,6,Q2
ORD-2025-1234,2025-02-07 15:28:22.418682,West,Home & Kitchen,Air Fryer,274.77,4,0.0,1099.08,1099.08,646.06,453.02,UPI / Wallet,Feb,2,Q1
ORD-2025-1235,2025-02-26 11:12:33.628023,West,Apparel,Sneakers,118.47,4,0.0,473.88,473.88,279.44,194.44,Credit Card,Feb,2,Q1
ORD-2025-1236,2025-09-22 10:10:06.505421,West,Home & Kitchen,Coffee Maker,189.08,1,0.0,189.08,189.08,91.32,97.76,Cash on Delivery,Sep,9,Q3
ORD-2025-1237,2025-02-08 20:37:01.851542,North,Sports & Outdoors,Bicycle,428.65,3,0.0,1285.95,1285.95,763.07,522.88,Cash on Delivery,Feb,2,Q1
ORD-2025-1238,2025-09-19 02:01:18.065054,East,Home & Kitchen,Coffee Maker,99.39,2,0.1,198.78,178.9,99.19,79.71,Credit Card,Sep,9,Q3
ORD-2025-1239,2025-04-18 03:58:59.949958,East,Electronics,Laptop,602.95,3,0.0,1808.85,1808.85,1219.32,589.53,Debit Card,Apr,4,Q2
ORD-2025-1240,2025-04-09 23:15:33.778148,West,Sports & Outdoors,Yoga Mat,103.94,1,0.0,103.94,103.94,62.56,41.38,,Apr,4,Q2
ORD-2025-1241,2025-05-24 21:35:52.793994,North,Home & Kitchen,Blender,296.29,5,0.1,1481.45,1333.3,778.12,555.18,Credit Card,May,5,Q2
ORD-2025-1242,2025-05-12 03:34:58.748957,South,Beauty & Care,Hair Dryer,73.2,4,0.05,292.8,278.16,212.41,65.75,Cash on Delivery,May,5,Q2
ORD-2025-1243,2025-04-29 09:34:04.703919,North,Sports & Outdoors,Yoga Mat,149.89,3,0.05,449.67,427.19,238.13,189.06,Debit Card,Apr,4,Q2
ORD-2025-1244,2025-04-03 14:15:06.755629,West,Sports & Outdoors,Yoga Mat,449.8,4,0.2,1799.2,1439.36,797.01,642.35,Credit Card,Apr,4,Q2
ORD-2025-1245,2025-07-20 08:48:26.422018,North,Home & Kitchen,Air Fryer,91.87,3,0.05,275.61,261.83,166.38,95.45,Credit Card,Jul,7,Q3
ORD-2025-1246,2025-05-13 01:26:28.323603,East,Home & Kitchen,Blender,259.63,2,0.05,519.26,493.3,279.06,214.24,UPI / Wallet,May,5,Q2
ORD-2025-1247,2025-11-07 20:56:14.812343,North,Apparel,Jeans,78.41,4,0.2,313.64,250.91,131.24,119.67,UPI / Wallet,Nov,11,Q4
ORD-2025-1248,2025-11-30 15:23:34.178482,East,Sports & Outdoors,Bicycle,183.45,4,0.0,733.8,733.8,566.82,166.98,Debit Card,Nov,11,Q4
ORD-2025-1249,2025-05-28 20:19:00.950792,East,Electronics,Smartphone,1035.44,1,0.2,1035.44,828.35,633.27,195.08,UPI / Wallet,May,5,Q2
ORD-2025-1250,2025-03-27 14:40:20.016680,South,Sports & Outdoors,Water Bottle,391.4,4,0.05,1565.6,1487.32,881.22,606.1,Credit Card,Mar,3,Q1
ORD-2025-1251,2025-11-14 05:56:41.834862,East,Sports & Outdoors,Water Bottle,409.15,2,0.0,818.3,818.3,598.3,220.0,Credit Card,Nov,11,Q4
ORD-2025-1252,2025-11-11 05:05:03.252710,North,Home & Kitchen,Blender,143.56,3,0.0,430.68,430.68,325.09,105.59,Credit Card,Nov,11,Q4
ORD-2025-1253,2025-08-09 02:24:07.206005,South,Apparel,Sneakers,171.39,3,0.1,514.17,462.75,277.5,185.25,Cash on Delivery,Aug,8,Q3
ORD-2025-1254,2025-04-13 07:24:22.218515,West,Electronics,Laptop,162.05,4,0.0,648.2,648.2,362.11,286.09,UPI / Wallet,Apr,4,Q2
ORD-2025-1255,2025-05-09 17:17:39.883236,North,Electronics,Smartwatch,227.74,2,0.05,455.48,432.71,318.83,113.88,UPI / Wallet,May,5,Q2
ORD-2025-1256,2025-03-08 04:21:49.090909,North,Beauty & Care,Hair Dryer,29.21,5,0.0,146.05,146.05,71.64,74.41,Credit Card,Mar,3,Q1
ORD-2025-1257,2025-01-22 20:35:49.791492,East,Electronics,Headphones,434.65,2,0.05,869.3,825.83,591.36,234.47,Cash on Delivery,Jan,1,Q1
ORD-2025-1258,2025-10-06 02:02:30.125104,North,Beauty & Care,Perfume,58.56,1,0.0,58.56,58.56,28.85,29.71,Credit Card,Oct,10,Q4
ORD-2025-1259,2025-01-14 15:52:23.619683,North,Electronics,Smartphone,158.74,4,0.15,634.96,539.72,288.66,251.06,UPI / Wallet,Jan,1,Q1
ORD-2025-1260,2025-10-05 11:28:10.408673,East,Electronics,Headphones,819.57,4,0.0,3278.28,3278.28,2312.78,965.5,Credit Card,Oct,10,Q4
ORD-2025-1261,2025-01-21 15:27:10.358632,North,Apparel,T-Shirt,90.84,2,0.15,181.68,154.43,102.7,51.73,UPI / Wallet,Jan,1,Q1
ORD-2025-1262,2025-04-07 12:58:14.912427,South,Home & Kitchen,Coffee Maker,346.17,1,0.15,346.17,294.24,177.92,116.32,UPI / Wallet,Apr,4,Q2
ORD-2025-1263,2025-08-30 08:25:37.281067,West,Sports & Outdoors,Yoga Mat,292.51,2,0.0,585.02,585.02,362.42,222.6,Credit Card,Aug,8,Q3
ORD-2025-1264,2025-01-28 15:01:57.097581,South,Home & Kitchen,Coffee Maker,195.82,4,0.0,783.28,783.28,544.92,238.36,UPI / Wallet,Jan,1,Q1
ORD-2025-1265,2025-10-11 05:54:17.714762,East,Electronics,Smartphone,317.47,3,0.1,952.41,857.17,492.41,364.76,Credit Card,Oct,10,Q4
ORD-2025-1266,2025-01-21 15:27:10.358632,North,Beauty & Care,Makeup Kit,94.25,1,0.1,94.25,84.82,60.66,24.16,Debit Card,Jan,1,Q1
ORD-2025-1267,2025-07-08 12:39:01.951626,South,Apparel,Sneakers,160.83,3,0.0,482.49,482.49,300.84,181.65,Debit Card,Jul,7,Q3
ORD-2025-1268,2025-01-27 02:36:07.806505,West,Home & Kitchen,Coffee Maker,89.71,4,0.0,358.84,358.84,267.24,91.6,Credit Card,Jan,1,Q1
ORD-2025-1269,2025-06-30 22:29:55.496246,East,Beauty & Care,Perfume,61.42,3,0.0,184.26,184.26,124.14,60.12,Credit Card,Jun,6,Q2
ORD-2025-1270,2025-10-10 15:19:57.998331,North,Apparel,T-Shirt,50.87,4,0.05,203.48,193.31,93.59,99.72,Credit Card,Oct,10,Q4
ORD-2025-1271,2025-10-18 12:46:14.311926,West,Home & Kitchen,Coffee Maker,103.14,1,0.05,103.14,97.98,60.77,37.21,Credit Card,Oct,10,Q4
ORD-2025-1272,2025-03-16 01:48:05.404503,North,Sports & Outdoors,Bicycle,404.62,2,0.05,809.24,768.78,502.95,265.83,Credit Card,Mar,3,Q1
ORD-2025-1273,2025-06-10 07:02:45.137614,West,Home & Kitchen,Blender,108.79,4,0.05,435.16,413.4,229.11,184.29,UPI / Wallet,Jun,6,Q2
ORD-2025-1274,2025-04-12 16:50:02.502085,North,Beauty & Care,Hair Dryer,102.06,3,0.0,306.18,306.18,201.18,105.0,UPI / Wallet,Apr,4,Q2
ORD-2025-1275,2025-07-19 10:56:56.847372,West,Apparel,T-Shirt,99.29,4,0.05,397.16,377.3,285.91,91.39,Credit Card,Jul,7,Q3
ORD-2025-1276,2025-06-18 19:03:21.167639,West,Beauty & Care,Makeup Kit,27.0,3,0.1,81.0,72.9,48.67,24.23,Credit Card,Jun,6,Q2
ORD-2025-1277,2025-09-13 14:52:20.617180,East,Home & Kitchen,Cookware Set,245.12,4,0.0,980.48,980.48,734.28,246.2,Credit Card,Sep,9,Q3
ORD-2025-1278,2025-12-18 20:33:25.671392,South,Apparel,Jacket,79.28,3,0.05,237.84,225.95,125.93,100.02,Credit Card,Dec,12,Q4
ORD-2025-1279,2025-09-29 09:44:53.244370,West,Sports & Outdoors,Dumbbell Set,401.77,5,0.05,2008.85,1908.41,1054.43,853.98,Credit Card,Sep,9,Q3
ORD-2025-1280,2025-03-22 18:05:42.285237,North,Home & Kitchen,Blender,171.7,1,0.05,171.7,163.11,120.69,42.42,Credit Card,Mar,3,Q1
ORD-2025-1281,2025-08-28 19:59:47.989991,East,Electronics,Smartwatch,726.81,5,0.1,3634.05,3270.65,2096.7,1173.95,Credit Card,Aug,8,Q3
ORD-2025-1282,2025-10-07 21:45:29.274395,East,Apparel,Jeans,152.36,2,0.05,304.72,289.48,193.81,95.67,Credit Card,Oct,10,Q4
ORD-2025-1283,2025-08-22 03:42:11.109257,South,Sports & Outdoors,Yoga Mat,355.94,1,0.15,355.94,302.55,155.38,147.17,Credit Card,Aug,8,Q3
ORD-2025-1284,2025-05-18 19:52:35.629691,West,Apparel,Sneakers,150.97,4,0.0,603.88,603.88,335.48,268.4,Debit Card,May,5,Q2
ORD-2025-1285,2025-05-19 17:44:05.204336,North,Home & Kitchen,Air Fryer,138.61,5,0.1,693.05,623.74,380.57,243.17,Credit Card,May,5,Q2
ORD-2025-1286,2025-06-01 19:02:09.107589,North,Apparel,Jacket,31.04,5,0.15,155.2,131.92,79.67,52.25,UPI / Wallet,Jun,6,Q2
ORD-2025-1287,2025-04-26 23:16:45.838198,East,Apparel,Sneakers,114.72,2,0.0,229.44,229.44,142.64,86.8,Credit Card,Apr,4,Q2
ORD-2025-1288,2025-08-25 11:50:59.549624,South,Electronics,Smartphone,900.86,2,0.0,1801.72,1801.72,905.34,896.38,UPI / Wallet,Aug,8,Q3
ORD-2025-1289,2025-06-23 01:03:39.182652,East,Electronics,Smartphone,439.05,4,0.0,1756.2,1756.2,1064.4,691.8,UPI / Wallet,Jun,6,Q2
ORD-2025-1290,2025-05-11 05:43:29.174311,North,Beauty & Care,Perfume,103.82,3,0.05,311.46,295.89,146.15,149.74,Debit Card,May,5,Q2
ORD-2025-1291,2025-09-02 02:00:06.005004,West,Apparel,T-Shirt,139.79,5,0.0,698.95,698.95,527.45,171.5,UPI / Wallet,Sep,9,Q3
ORD-2025-1292,2025-07-10 08:22:01.100917,North,Home & Kitchen,Air Fryer,251.87,1,0.2,251.87,201.5,155.35,46.15,Debit Card,Jul,7,Q3
ORD-2025-1293,2025-07-11 06:13:30.675562,East,Sports & Outdoors,Dumbbell Set,306.15,2,0.15,612.3,520.45,392.66,127.79,Credit Card,Jul,7,Q3
ORD-2025-1294,2025-11-29 02:57:44.887406,North,Apparel,Jeans,66.63,3,0.2,199.89,159.91,116.77,43.14,Credit Card,Nov,11,Q4
ORD-2025-1295,2025-03-13 08:13:36.680567,North,Home & Kitchen,Coffee Maker,46.36,4,0.05,185.44,176.17,134.11,42.06,Credit Card,Mar,3,Q1
ORD-2025-1296,2025-12-03 16:15:12.760633,West,Apparel,T-Shirt,177.94,3,0.05,533.82,507.13,273.27,233.86,Credit Card,Dec,12,Q4
ORD-2025-1297,2025-05-28 05:44:41.234361,East,Home & Kitchen,Cookware Set,65.5,1,0.1,65.5,58.95,41.0,17.95,Credit Card,May,5,Q2
ORD-2025-1298,2025-08-28 12:42:38.131776,East,Apparel,Jeans,127.95,5,0.2,639.75,511.8,262.63,249.17,Credit Card,Aug,8,Q3
ORD-2025-1299,2025-10-25 12:21:01.050875,South,Electronics,Headphones,737.56,4,0.0,2950.24,2950.24,1846.39,1103.85,Cash on Delivery,Oct,10,Q4
ORD-2025-1300,2025-09-23 22:35:55.796497,West,Sports & Outdoors,Dumbbell Set,114.97,1,0.1,114.97,103.47,72.03,31.44,Credit Card,Sep,9,Q3
ORD-2025-1301,2025-02-06 03:02:33.127606,North,Home & Kitchen,Cookware Set,319.99,1,0.1,319.99,287.99,202.79,85.2,Cash on Delivery,Feb,2,Q1
ORD-2025-1302,2025-07-31 21:40:41.034195,South,Home & Kitchen,Air Fryer,346.44,5,0.15,1732.2,1472.37,1038.17,434.2,Credit Card,Jul,7,Q3
ORD-2025-1303,2025-06-09 01:54:05.704753,East,Apparel,Sneakers,83.36,5,0.0,416.8,416.8,264.32,152.48,Cash on Delivery,Jun,6,Q2
ORD-2025-1304,2025-02-02 18:53:44.687239,West,Home & Kitchen,Coffee Maker,41.99,2,0.1,83.98,75.58,47.32,28.26,UPI / Wallet,Feb,2,Q1
ORD-2025-1305,2025-01-04 15:25:58.298582,East,Sports & Outdoors,Dumbbell Set,163.08,3,0.05,489.24,464.78,235.56,229.22,UPI / Wallet,Jan,1,Q1
ORD-2025-1306,2025-05-26 02:44:32.226855,North,Beauty & Care,Perfume,36.07,2,0.0,72.14,72.14,49.0,23.14,UPI / Wallet,May,5,Q2
ORD-2025-1307,2025-10-23 09:20:52.043369,West,Home & Kitchen,Coffee Maker,101.95,1,0.0,101.95,101.95,62.5,39.45,Debit Card,Oct,10,Q4
ORD-2025-1308,2025-05-09 10:00:30.025020,West,Apparel,Sneakers,153.16,3,0.0,459.48,459.48,312.6,146.88,Credit Card,May,5,Q2
ORD-2025-1309,2025-02-01 06:27:55.396163,West,Beauty & Care,Hair Dryer,104.81,3,0.05,314.43,298.71,201.59,97.12,Cash on Delivery,Feb,2,Q1
ORD-2025-1310,2025-01-18 07:18:21.918265,South,Apparel,T-Shirt,78.77,3,0.1,236.31,212.68,160.21,52.47,Cash on Delivery,Jan,1,Q1
ORD-2025-1311,2025-07-04 13:55:53.794829,West,Apparel,T-Shirt,50.56,5,0.0,252.8,252.8,159.15,93.65,Credit Card,Jul,7,Q3
ORD-2025-1312,2025-06-04 12:36:37.831526,North,Electronics,Smartphone,829.89,3,0.0,2489.67,2489.67,1936.81,552.86,Credit Card,Jun,6,Q2
ORD-2025-1313,2025-02-18 21:03:27.172643,West,Apparel,T-Shirt,70.74,2,0.0,141.48,141.48,95.83,45.65,Credit Card,Feb,2,Q1
ORD-2025-1314,2025-07-10 08:22:01.100917,North,Sports & Outdoors,Yoga Mat,334.24,1,0.0,334.24,334.24,249.02,85.22,UPI / Wallet,Jul,7,Q3
ORD-2025-1315,2025-07-09 10:30:31.526271,North,Beauty & Care,Hair Dryer,107.3,3,0.0,321.9,321.9,196.95,124.95,Cash on Delivery,Jul,7,Q3
ORD-2025-1316,2025-06-02 09:36:28.824020,North,Sports & Outdoors,Dumbbell Set,108.39,1,0.15,108.39,92.13,50.21,41.92,UPI / Wallet,Jun,6,Q2
ORD-2025-1317,2025-09-06 08:00:24.020016,East,Beauty & Care,Makeup Kit,49.64,4,0.2,198.56,158.85,111.53,47.32,Cash on Delivery,Sep,9,Q3
ORD-2025-1318,2025-07-24 07:31:34.578815,North,Beauty & Care,Skincare Set,81.4,2,0.0,162.8,162.8,86.76,76.04,Debit Card,Jul,7,Q3
ORD-2025-1319,2025-07-25 12:40:14.011676,West,Electronics,Laptop,735.18,3,0.0,2205.54,2205.54,1468.23,737.31,Debit Card,Jul,7,Q3
ORD-2025-1320,2025-03-23 08:40:02.001668,South,Sports & Outdoors,Water Bottle,246.23,2,0.15,492.46,418.59,287.35,131.24,Credit Card,Mar,3,Q1
ORD-2025-1321,2025-06-23 01:03:39.182652,East,Apparel,T-Shirt,135.79,3,0.1,407.37,366.63,281.13,85.5,UPI / Wallet,Jun,6,Q2
ORD-2025-1322,2025-05-07 21:34:40.733944,South,Beauty & Care,Hair Dryer,81.18,3,0.2,243.54,194.83,126.01,68.82,Debit Card,May,5,Q2
ORD-2025-1323,2025-09-08 11:00:33.027522,South,Sports & Outdoors,Water Bottle,409.65,4,0.0,1638.6,1638.6,1195.42,443.18,,Sep,9,Q3
